"","ref_date","geo","products_and_product_groups","value","value_fd","value_pc"
"430","2015","Yellowknife, Northwest Territories","All-items",130.4,2,1.558
"431","2015","Yellowknife, Northwest Territories","Food",138.6,7,5.319
"432","2015","Yellowknife, Northwest Territories","Shelter",150.1,-0.7,-0.464
"433","2016","Alberta","All-items",135.2,1.5,1.122
"434","2016","Alberta","Food",141.5,1.9,1.361
"435","2016","Alberta","Shelter",162.5,-0.4,-0.246
"436","2016","British Columbia","All-items",122.4,2.2,1.83
"437","2016","British Columbia","Food",136.9,2.4,1.784
"438","2016","British Columbia","Shelter",115.7,1.6,1.402
"439","2016","Calgary, Alberta","All-items",135.6,1.3,0.968
"440","2016","Calgary, Alberta","Shelter",163,-0.5,-0.306
"441","2016","Canada","All-items",128.4,1.8,1.422
"442","2016","Canada","Food",142.6,2.1,1.495
"443","2016","Canada","Shelter",135.8,2.1,1.571
"444","2016","Charlottetown and Summerside, Prince Edward Island","All-items",130.3,1.5,1.165
"445","2016","Charlottetown and Summerside, Prince Edward Island","Shelter",128.6,-0.3,-0.233
"446","2016","Edmonton, Alberta","All-items",134.9,1.5,1.124
"447","2016","Edmonton, Alberta","Shelter",161.9,0.4,0.248
"448","2016","Halifax, Nova Scotia","All-items",129.8,1.6,1.248
"449","2016","Halifax, Nova Scotia","Shelter",135,0.4,0.297
"450","2016","Iqaluit, Nunavut","All-items",123.4,3,2.492
"451","2016","Manitoba","All-items",128.4,1.6,1.262
"452","2016","Manitoba","Food",141.7,0.4,0.283
"453","2016","Manitoba","Shelter",140.6,2.8,2.032
"454","2016","Montréal, Quebec","All-items",125.9,1,0.801
"455","2016","Montréal, Quebec","Shelter",128.7,1.2,0.941
"456","2016","New Brunswick","All-items",128.2,2.8,2.233
"457","2016","New Brunswick","Food",150.6,2.7,1.826
"458","2016","New Brunswick","Shelter",131.7,2.2,1.699
"459","2016","Newfoundland and Labrador","All-items",132.5,3.5,2.713
"460","2016","Newfoundland and Labrador","Food",146.4,3.5,2.449
"461","2016","Newfoundland and Labrador","Shelter",152.2,2.1,1.399
"462","2016","Nova Scotia","All-items",130.9,1.6,1.237
"463","2016","Nova Scotia","Food",151.4,3.6,2.436
"464","2016","Nova Scotia","Shelter",139.4,-0.3,-0.215
"465","2016","Ontario","All-items",129.7,2.3,1.805
"466","2016","Ontario","Food",143.5,2.3,1.629
"467","2016","Ontario","Shelter",138.1,3.6,2.677
"468","2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items",128.1,1.6,1.265
"469","2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter",135,1.2,0.897
"470","2016","Prince Edward Island","All-items",130.8,1.5,1.16
"471","2016","Prince Edward Island","Food",150,3.6,2.459
"472","2016","Prince Edward Island","Shelter",131.4,-0.4,-0.303
"473","2016","Quebec","All-items",125.6,0.9,0.722
"474","2016","Quebec","Food",143.2,1.5,1.059
"475","2016","Quebec","Shelter",129.8,1.1,0.855
"476","2016","Québec, Quebec","All-items",125.5,0.8,0.642
"477","2016","Québec, Quebec","Shelter",130.1,0.8,0.619
"478","2016","Regina, Saskatchewan","All-items",132.9,1.4,1.065
"479","2016","Regina, Saskatchewan","Shelter",161.3,1.3,0.813
"480","2016","Saint John, New Brunswick","All-items",128,2.7,2.155
"481","2016","Saint John, New Brunswick","Shelter",134.3,2.2,1.665
"482","2016","Saskatchewan","All-items",132.2,1.4,1.07
"483","2016","Saskatchewan","Food",144.5,1.1,0.767
"484","2016","Saskatchewan","Shelter",160.5,1.8,1.134
"485","2016","Saskatoon, Saskatchewan","All-items",132.6,1.6,1.221
"486","2016","Saskatoon, Saskatchewan","Shelter",159.4,2.5,1.593
"487","2016","St. John's, Newfoundland and Labrador","All-items",132.2,3.5,2.72
"488","2016","St. John's, Newfoundland and Labrador","Shelter",149.5,2,1.356
"489","2016","Thunder Bay, Ontario","All-items",124.3,2,1.635
"490","2016","Thunder Bay, Ontario","Shelter",118.6,2.8,2.418
"491","2016","Toronto, Ontario","All-items",131,2.7,2.104
"492","2016","Toronto, Ontario","Shelter",139.8,4.5,3.326
"493","2016","Vancouver, British Columbia","All-items",124.6,2.7,2.215
"494","2016","Vancouver, British Columbia","Shelter",120.1,2.1,1.78
"495","2016","Victoria, British Columbia","All-items",120.7,2.1,1.771
"496","2016","Victoria, British Columbia","Shelter",111.1,1,0.908
"497","2016","Whitehorse, Yukon","All-items",125.4,1.3,1.048
"498","2016","Whitehorse, Yukon","Food",133.3,1,0.756
"499","2016","Whitehorse, Yukon","Shelter",144.3,0.6,0.418
"500","2016","Winnipeg, Manitoba","All-items",128.1,1.5,1.185
"501","2016","Winnipeg, Manitoba","Shelter",139.1,2.7,1.979
"502","2016","Yellowknife, Northwest Territories","All-items",131.9,1.5,1.15
"503","2016","Yellowknife, Northwest Territories","Food",142.6,4,2.886
"504","2016","Yellowknife, Northwest Territories","Shelter",149.7,-0.4,-0.266
"505","2017","Alberta","All-items",137.3,2.1,1.553
"506","2017","Alberta","Food",141.7,0.2,0.141
"507","2017","Alberta","Shelter",164.6,2.1,1.292
"508","2017","British Columbia","All-items",125,2.6,2.124
"509","2017","British Columbia","Food",137.7,0.8,0.584
"510","2017","British Columbia","Shelter",118.7,3,2.593
"511","2017","Calgary, Alberta","All-items",137.8,2.2,1.622
"512","2017","Calgary, Alberta","Shelter",165.1,2.1,1.288
"513","2017","Canada","All-items",130.4,2,1.558
"514","2017","Canada","Food",142.7,0.1,0.07
"515","2017","Canada","Shelter",138.1,2.3,1.694
"516","2017","Charlottetown and Summerside, Prince Edward Island","All-items",132.5,2.2,1.688
"517","2017","Charlottetown and Summerside, Prince Edward Island","Shelter",130.7,2.1,1.633
"518","2017","Edmonton, Alberta","All-items",137.1,2.2,1.631
"519","2017","Edmonton, Alberta","Shelter",164.4,2.5,1.544
"520","2017","Halifax, Nova Scotia","All-items",131.2,1.4,1.079
"521","2017","Halifax, Nova Scotia","Shelter",136.8,1.8,1.333
"522","2017","Iqaluit, Nunavut","All-items",125.4,2,1.621
"523","2017","Manitoba","All-items",130.5,2.1,1.636
"524","2017","Manitoba","Food",141.6,-0.1,-0.071
"525","2017","Manitoba","Shelter",144.4,3.8,2.703
"526","2017","Montréal, Quebec","All-items",127.3,1.4,1.112
"527","2017","Montréal, Quebec","Shelter",129.9,1.2,0.932
"528","2017","New Brunswick","All-items",131.2,3,2.34
"529","2017","New Brunswick","Food",148.6,-2,-1.328
"530","2017","New Brunswick","Shelter",134.6,2.9,2.202
"531","2017","Newfoundland and Labrador","All-items",135.7,3.2,2.415
"532","2017","Newfoundland and Labrador","Food",145,-1.4,-0.956
"533","2017","Newfoundland and Labrador","Shelter",155.7,3.5,2.3
"534","2017","Nova Scotia","All-items",132.4,1.5,1.146
"535","2017","Nova Scotia","Food",148.4,-3,-1.982
"536","2017","Nova Scotia","Shelter",141.7,2.3,1.65
"537","2017","Ontario","All-items",131.9,2.2,1.696
"538","2017","Ontario","Food",143.3,-0.2,-0.139
"539","2017","Ontario","Shelter",140.4,2.3,1.665
"540","2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items",129.9,1.8,1.405
"541","2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter",135.7,0.7,0.519
"542","2017","Prince Edward Island","All-items",133.2,2.4,1.835
"543","2017","Prince Edward Island","Food",146.8,-3.2,-2.133
"544","2017","Prince Edward Island","Shelter",133.8,2.4,1.826
"545","2017","Quebec","All-items",126.9,1.3,1.035
"546","2017","Quebec","Food",143.7,0.5,0.349
"547","2017","Quebec","Shelter",131,1.2,0.924
"548","2017","Québec, Quebec","All-items",126.8,1.3,1.036
"549","2017","Québec, Quebec","Shelter",131.3,1.2,0.922
"550","2017","Regina, Saskatchewan","All-items",135.2,2.3,1.731
"551","2017","Regina, Saskatchewan","Shelter",164.3,3,1.86
"552","2017","Saint John, New Brunswick","All-items",131.1,3.1,2.422
"553","2017","Saint John, New Brunswick","Shelter",137,2.7,2.01
"554","2017","Saskatchewan","All-items",134.4,2.2,1.664
"555","2017","Saskatchewan","Food",146.1,1.6,1.107
"556","2017","Saskatchewan","Shelter",163.5,3,1.869
"557","2017","Saskatoon, Saskatchewan","All-items",135,2.4,1.81
"558","2017","Saskatoon, Saskatchewan","Shelter",163,3.6,2.258
"559","2017","St. John's, Newfoundland and Labrador","All-items",135.3,3.1,2.345
"560","2017","St. John's, Newfoundland and Labrador","Shelter",152.3,2.8,1.873
"561","2017","Thunder Bay, Ontario","All-items",125.8,1.5,1.207
"562","2017","Thunder Bay, Ontario","Shelter",119.2,0.6,0.506
"563","2017","Toronto, Ontario","All-items",133.7,2.7,2.061
"564","2017","Toronto, Ontario","Shelter",143.2,3.4,2.432
"565","2017","Vancouver, British Columbia","All-items",127.3,2.7,2.167
"566","2017","Vancouver, British Columbia","Shelter",123.7,3.6,2.998
"567","2017","Victoria, British Columbia","All-items",123,2.3,1.906
"568","2017","Victoria, British Columbia","Shelter",113.7,2.6,2.34
"569","2017","Whitehorse, Yukon","All-items",127.5,2.1,1.675
"570","2017","Whitehorse, Yukon","Food",132.5,-0.8,-0.6
"571","2017","Whitehorse, Yukon","Shelter",147.9,3.6,2.495
"572","2017","Winnipeg, Manitoba","All-items",130.2,2.1,1.639
"573","2017","Winnipeg, Manitoba","Shelter",142.8,3.7,2.66
"574","2017","Yellowknife, Northwest Territories","All-items",133.5,1.6,1.213
"575","2017","Yellowknife, Northwest Territories","Food",142.6,0,0
"576","2017","Yellowknife, Northwest Territories","Shelter",150.9,1.2,0.802
"577","2018","Alberta","All-items",140.6,3.3,2.403
"578","2018","Alberta","Food",143.9,2.2,1.553
"579","2018","Alberta","Shelter",168.3,3.7,2.248
"580","2018","British Columbia","All-items",128.4,3.4,2.72
"581","2018","British Columbia","Food",140.1,2.4,1.743
"582","2018","British Columbia","Shelter",122.5,3.8,3.201
"583","2018","Calgary, Alberta","All-items",141.1,3.3,2.395
"584","2018","Calgary, Alberta","Shelter",168.5,3.4,2.059
"585","2018","Canada","All-items",133.4,3,2.301
"586","2018","Canada","Food",145.3,2.6,1.822
"587","2018","Canada","Shelter",140.9,2.8,2.028
"588","2018","Charlottetown and Summerside, Prince Edward Island","All-items",135.7,3.2,2.415
"589","2018","Charlottetown and Summerside, Prince Edward Island","Shelter",135,4.3,3.29
"590","2018","Edmonton, Alberta","All-items",140.8,3.7,2.699
"591","2018","Edmonton, Alberta","Shelter",168.8,4.4,2.676
"592","2018","Halifax, Nova Scotia","All-items",134,2.8,2.134
"593","2018","Halifax, Nova Scotia","Shelter",140.5,3.7,2.705
"594","2018","Iqaluit, Nunavut","All-items",129.2,3.8,3.03
"595","2018","Manitoba","All-items",133.8,3.3,2.529
"596","2018","Manitoba","Food",143.8,2.2,1.554
"597","2018","Manitoba","Shelter",148.8,4.4,3.047
"598","2018","Montréal, Quebec","All-items",129.5,2.2,1.728
"599","2018","Montréal, Quebec","Shelter",132.1,2.2,1.694
"600","2018","New Brunswick","All-items",134,2.8,2.134
"601","2018","New Brunswick","Food",150.6,2,1.346
"602","2018","New Brunswick","Shelter",137.5,2.9,2.155
"603","2018","Newfoundland and Labrador","All-items",137.9,2.2,1.621
"604","2018","Newfoundland and Labrador","Food",145.5,0.5,0.345
"605","2018","Newfoundland and Labrador","Shelter",161,5.3,3.404
"606","2018","Nova Scotia","All-items",135.3,2.9,2.19
"607","2018","Nova Scotia","Food",148.9,0.5,0.337
"608","2018","Nova Scotia","Shelter",146.1,4.4,3.105
"609","2018","Ontario","All-items",135,3.1,2.35
"610","2018","Ontario","Food",147.4,4.1,2.861
"611","2018","Ontario","Shelter",142.7,2.3,1.638
"612","2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items",133.2,3.3,2.54
"613","2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter",138.4,2.7,1.99
"614","2018","Prince Edward Island","All-items",136.3,3.1,2.327
"615","2018","Prince Edward Island","Food",147.6,0.8,0.545
"616","2018","Prince Edward Island","Shelter",138.2,4.4,3.288
"617","2018","Quebec","All-items",129,2.1,1.655
"618","2018","Quebec","Food",145.1,1.4,0.974
"619","2018","Quebec","Shelter",133,2,1.527
"620","2018","Québec, Quebec","All-items",128.6,1.8,1.42
"621","2018","Québec, Quebec","Shelter",132.3,1,0.762
"622","2018","Regina, Saskatchewan","All-items",138.4,3.2,2.367
"623","2018","Regina, Saskatchewan","Shelter",168,3.7,2.252
"624","2018","Saint John, New Brunswick","All-items",133.9,2.8,2.136
"625","2018","Saint John, New Brunswick","Shelter",139.7,2.7,1.971
"626","2018","Saskatchewan","All-items",137.5,3.1,2.307
"627","2018","Saskatchewan","Food",147.1,1,0.684
"628","2018","Saskatchewan","Shelter",167.4,3.9,2.385
"629","2018","Saskatoon, Saskatchewan","All-items",138.1,3.1,2.296
"630","2018","Saskatoon, Saskatchewan","Shelter",167.2,4.2,2.577
"631","2018","St. John's, Newfoundland and Labrador","All-items",137.4,2.1,1.552
"632","2018","St. John's, Newfoundland and Labrador","Shelter",156.3,4,2.626
"633","2018","Thunder Bay, Ontario","All-items",128.2,2.4,1.908
"634","2018","Thunder Bay, Ontario","Shelter",120.1,0.9,0.755
"635","2018","Toronto, Ontario","All-items",137.1,3.4,2.543
"636","2018","Toronto, Ontario","Shelter",145.7,2.5,1.746
"637","2018","Vancouver, British Columbia","All-items",131,3.7,2.907
"638","2018","Vancouver, British Columbia","Shelter",128.6,4.9,3.961
"639","2018","Victoria, British Columbia","All-items",125.9,2.9,2.358
"640","2018","Victoria, British Columbia","Shelter",116.6,2.9,2.551
"641","2018","Whitehorse, Yukon","All-items",130.6,3.1,2.431
"642","2018","Whitehorse, Yukon","Food",131.5,-1,-0.755
"643","2018","Whitehorse, Yukon","Shelter",154,6.1,4.124
"644","2018","Winnipeg, Manitoba","All-items",133.3,3.1,2.381
"645","2018","Winnipeg, Manitoba","Shelter",146.7,3.9,2.731
"646","2018","Yellowknife, Northwest Territories","All-items",136.6,3.1,2.322
"647","2018","Yellowknife, Northwest Territories","Food",142.5,-0.1,-0.07
"648","2018","Yellowknife, Northwest Territories","Shelter",157,6.1,4.042
"649","2019","Alberta","All-items",143.1,2.5,1.778
"650","2019","Alberta","Food",149.2,5.3,3.683
"651","2019","Alberta","Shelter",172.3,4,2.377
"652","2019","British Columbia","All-items",131.4,3,2.336
"653","2019","British Columbia","Food",145.6,5.5,3.926
"654","2019","British Columbia","Shelter",125.4,2.9,2.367
"655","2019","Calgary, Alberta","All-items",143.1,2,1.417
"656","2019","Calgary, Alberta","Shelter",172,3.5,2.077
"657","2019","Canada","All-items",136,2.6,1.949
"658","2019","Canada","Food",150.2,4.9,3.372
"659","2019","Canada","Shelter",144.5,3.6,2.555
"660","2019","Charlottetown and Summerside, Prince Edward Island","All-items",137.2,1.5,1.105
"661","2019","Charlottetown and Summerside, Prince Edward Island","Shelter",135.7,0.7,0.519
"662","2019","Edmonton, Alberta","All-items",143.2,2.4,1.705
"663","2019","Edmonton, Alberta","Shelter",173.7,4.9,2.903
"664","2019","Halifax, Nova Scotia","All-items",136,2,1.493
"665","2019","Halifax, Nova Scotia","Shelter",143.2,2.7,1.922
"666","2019","Iqaluit, Nunavut","All-items",131.4,2.2,1.703
"667","2019","Manitoba","All-items",136.8,3,2.242
"668","2019","Manitoba","Food",148,4.2,2.921
"669","2019","Manitoba","Shelter",153.5,4.7,3.159
"670","2019","Montréal, Quebec","All-items",132.4,2.9,2.239
"671","2019","Montréal, Quebec","Shelter",135.8,3.7,2.801
"672","2019","New Brunswick","All-items",136.3,2.3,1.716
"673","2019","New Brunswick","Food",155.6,5,3.32
"674","2019","New Brunswick","Shelter",140.2,2.7,1.964
"675","2019","Newfoundland and Labrador","All-items",139.3,1.4,1.015
"676","2019","Newfoundland and Labrador","Food",148.2,2.7,1.856
"677","2019","Newfoundland and Labrador","Shelter",163.4,2.4,1.491
"678","2019","Nova Scotia","All-items",137.5,2.2,1.626
"679","2019","Nova Scotia","Food",153,4.1,2.754
"680","2019","Nova Scotia","Shelter",149.2,3.1,2.122
"681","2019","Ontario","All-items",137.5,2.5,1.852
"682","2019","Ontario","Food",152.6,5.2,3.528
"683","2019","Ontario","Shelter",147,4.3,3.013
"684","2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items",135.9,2.7,2.027
"685","2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter",143.6,5.2,3.757
"686","2019","Prince Edward Island","All-items",137.9,1.6,1.174
"687","2019","Prince Edward Island","Food",152.9,5.3,3.591
"688","2019","Prince Edward Island","Shelter",139,0.8,0.579
"689","2019","Quebec","All-items",131.7,2.7,2.093
"690","2019","Quebec","Food",149.4,4.3,2.963
"691","2019","Quebec","Shelter",135.6,2.6,1.955
"692","2019","Québec, Quebec","All-items",130.5,1.9,1.477
"693","2019","Québec, Quebec","Shelter",132.6,0.3,0.227
"694","2019","Regina, Saskatchewan","All-items",140.5,2.1,1.517
"695","2019","Regina, Saskatchewan","Shelter",170.2,2.2,1.31
"696","2019","Saint John, New Brunswick","All-items",136.2,2.3,1.718
"697","2019","Saint John, New Brunswick","Shelter",142.7,3,2.147
"698","2019","Saskatchewan","All-items",139.9,2.4,1.745
"699","2019","Saskatchewan","Food",151.8,4.7,3.195
"700","2019","Saskatchewan","Shelter",170.4,3,1.792
"701","2019","Saskatoon, Saskatchewan","All-items",140.3,2.2,1.593
"702","2019","Saskatoon, Saskatchewan","Shelter",169.8,2.6,1.555
"703","2019","St. John's, Newfoundland and Labrador","All-items",138.6,1.2,0.873
"704","2019","St. John's, Newfoundland and Labrador","Shelter",158.5,2.2,1.408
"705","2019","Thunder Bay, Ontario","All-items",130,1.8,1.404
"706","2019","Thunder Bay, Ontario","Shelter",121.8,1.7,1.415
"707","2019","Toronto, Ontario","All-items",139.9,2.8,2.042
"708","2019","Toronto, Ontario","Shelter",149.9,4.2,2.883
"709","2019","Vancouver, British Columbia","All-items",134.1,3.1,2.366
"710","2019","Vancouver, British Columbia","Shelter",131.6,3,2.333
"711","2019","Victoria, British Columbia","All-items",129,3.1,2.462
"712","2019","Victoria, British Columbia","Shelter",120.1,3.5,3.002
"713","2019","Whitehorse, Yukon","All-items",133.2,2.6,1.991
"714","2019","Whitehorse, Yukon","Food",134.1,2.6,1.977
"715","2019","Whitehorse, Yukon","Shelter",160.7,6.7,4.351
"716","2019","Winnipeg, Manitoba","All-items",136.4,3.1,2.326
"717","2019","Winnipeg, Manitoba","Shelter",151.5,4.8,3.272
"718","2019","Yellowknife, Northwest Territories","All-items",138.8,2.2,1.611
"719","2019","Yellowknife, Northwest Territories","Food",146.1,3.6,2.526
"720","2019","Yellowknife, Northwest Territories","Shelter",159.9,2.9,1.847
"721","2020","Alberta","All-items",144.7,1.6,1.118
"722","2020","Alberta","Food",153.2,4,2.681
"723","2020","Alberta","Shelter",174.6,2.3,1.335
"724","2020","British Columbia","All-items",132.4,1,0.761
"725","2020","British Columbia","Food",149.5,3.9,2.679
"726","2020","British Columbia","Shelter",127.2,1.8,1.435
"727","2020","Calgary, Alberta","All-items",144.7,1.6,1.118
"728","2020","Calgary, Alberta","Shelter",174.1,2.1,1.221
"729","2020","Canada","All-items",137,1,0.735
"730","2020","Canada","Food",153.7,3.5,2.33
"731","2020","Canada","Shelter",147,2.5,1.73
"732","2020","Charlottetown and Summerside, Prince Edward Island","All-items",137.4,0.2,0.146
"733","2020","Charlottetown and Summerside, Prince Edward Island","Shelter",135,-0.7,-0.516
"734","2020","Edmonton, Alberta","All-items",144.7,1.5,1.047
"735","2020","Edmonton, Alberta","Shelter",175.8,2.1,1.209
"736","2020","Halifax, Nova Scotia","All-items",136.7,0.7,0.515
"737","2020","Halifax, Nova Scotia","Shelter",145,1.8,1.257
"738","2020","Iqaluit, Nunavut","All-items",131.4,0,0
"739","2020","Manitoba","All-items",137.5,0.7,0.512
"740","2020","Manitoba","Food",150.9,2.9,1.959
"741","2020","Manitoba","Shelter",156.1,2.6,1.694
"742","2020","Montréal, Quebec","All-items",133.7,1.3,0.982
"743","2020","Montréal, Quebec","Shelter",139.1,3.3,2.43
"744","2020","New Brunswick","All-items",136.6,0.3,0.22
"745","2020","New Brunswick","Food",159.6,4,2.571
"746","2020","New Brunswick","Shelter",142.1,1.9,1.355
"747","2020","Newfoundland and Labrador","All-items",139.6,0.3,0.215
"748","2020","Newfoundland and Labrador","Food",150.8,2.6,1.754
"749","2020","Newfoundland and Labrador","Shelter",165.2,1.8,1.102
"750","2020","Nova Scotia","All-items",137.9,0.4,0.291
"751","2020","Nova Scotia","Food",157.2,4.2,2.745
"752","2020","Nova Scotia","Shelter",150,0.8,0.536
"753","2020","Ontario","All-items",138.4,0.9,0.655
"754","2020","Ontario","Food",155.5,2.9,1.9
"755","2020","Ontario","Shelter",150.1,3.1,2.109
"756","2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","All-items",137.8,1.9,1.398
"757","2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Shelter",150.8,7.2,5.014
"758","2020","Prince Edward Island","All-items",137.9,0,0
"759","2020","Prince Edward Island","Food",159.1,6.2,4.055
"760","2020","Prince Edward Island","Shelter",137.8,-1.2,-0.863
"761","2020","Quebec","All-items",132.8,1.1,0.835
"762","2020","Quebec","Food",153.2,3.8,2.544
"763","2020","Quebec","Shelter",137.6,2,1.475
"764","2020","Québec, Quebec","All-items",131.6,1.1,0.843
"765","2020","Québec, Quebec","Shelter",134.4,1.8,1.357
"766","2020","Regina, Saskatchewan","All-items",141.3,0.8,0.569
"767","2020","Regina, Saskatchewan","Shelter",171.6,1.4,0.823
"768","2020","Saint John, New Brunswick","All-items",136.7,0.5,0.367
"769","2020","Saint John, New Brunswick","Shelter",145.5,2.8,1.962
"770","2020","Saskatchewan","All-items",140.7,0.8,0.572
"771","2020","Saskatchewan","Food",155.3,3.5,2.306
"772","2020","Saskatchewan","Shelter",171.9,1.5,0.88
"773","2020","Saskatoon, Saskatchewan","All-items",141.4,1.1,0.784
"774","2020","Saskatoon, Saskatchewan","Shelter",171.9,2.1,1.237
"775","2020","St. John's, Newfoundland and Labrador","All-items",139.2,0.6,0.433
"776","2020","St. John's, Newfoundland and Labrador","Shelter",161.3,2.8,1.767
"777","2020","Thunder Bay, Ontario","All-items",130.4,0.4,0.308
"778","2020","Thunder Bay, Ontario","Shelter",123.8,2,1.642
"779","2020","Toronto, Ontario","All-items",140.3,0.4,0.286
"780","2020","Toronto, Ontario","Shelter",151.9,2,1.334
"781","2020","Vancouver, British Columbia","All-items",134.9,0.8,0.597
"782","2020","Vancouver, British Columbia","Shelter",133,1.4,1.064
"783","2020","Victoria, British Columbia","All-items",130.4,1.4,1.085
"784","2020","Victoria, British Columbia","Shelter",123.2,3.1,2.581
"785","2020","Whitehorse, Yukon","All-items",134.5,1.3,0.976
"786","2020","Whitehorse, Yukon","Food",132.4,-1.7,-1.268
"787","2020","Whitehorse, Yukon","Shelter",167.5,6.8,4.231
"788","2020","Winnipeg, Manitoba","All-items",137.2,0.8,0.587
"789","2020","Winnipeg, Manitoba","Shelter",154.3,2.8,1.848
"790","2020","Yellowknife, Northwest Territories","All-items",138.9,0.1,0.072
"791","2020","Yellowknife, Northwest Territories","Food",146.2,0.1,0.068
"792","2020","Yellowknife, Northwest Territories","Shelter",160.5,0.6,0.375
