"REF_DATE","GEO","DGUID","Duration of unemployment","Age group","Sex","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-03","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-04","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-05","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-06","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-07","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-08","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-09","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-10","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-11","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-12","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2021-01","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2021-02","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2021-03","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2021-04","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2021-05","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-01","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","17.1",,,,"1"
"2020-02","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","18.3",,,,"1"
"2020-03","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","12.7",,,,"1"
"2020-04","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","10.3",,,,"1"
"2020-05","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","11.3",,,,"1"
"2020-06","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","13.0",,,,"1"
"2020-07","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","14.7",,,,"1"
"2020-08","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","14.4",,,,"1"
"2020-09","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","15.7",,,,"1"
"2020-10","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","16.7",,,,"1"
"2020-11","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","15.5",,,,"1"
"2020-12","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","19.4",,,,"1"
"2021-01","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","17.5",,,,"1"
"2021-02","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","18.3",,,,"1"
"2021-03","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","21.2",,,,"1"
"2021-04","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","20.7",,,,"1"
"2021-05","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078673142","5.9.1.1.1.1","22.9",,,,"1"
"2020-01","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","14.9",,,,"1"
"2020-02","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","17.4",,,,"1"
"2020-03","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","12.7",,,,"1"
"2020-04","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","10.3",,,,"1"
"2020-05","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","11.2",,,,"1"
"2020-06","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","14.0",,,,"1"
"2020-07","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","14.1",,,,"1"
"2020-08","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","14.0",,,,"1"
"2020-09","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","17.4",,,,"1"
"2020-10","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","18.3",,,,"1"
"2020-11","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","15.3",,,,"1"
"2020-12","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","18.1",,,,"1"
"2021-01","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","15.8",,,,"1"
"2021-02","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","18.5",,,,"1"
"2021-03","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","22.7",,,,"1"
"2021-04","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","22.0",,,,"1"
"2021-05","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078673143","5.9.1.1.1.2","24.6",,,,"1"
"2020-01","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.7",,,,"1"
"2020-02","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.7",,,,"1"
"2020-03","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.7",,,,"1"
"2020-04","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.7",,,,"1"
"2020-05","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.7",,,,"1"
"2020-06","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.7",,,,"1"
"2020-07","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.6",,,,"1"
"2020-08","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.6",,,,"1"
"2020-09","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.6",,,,"1"
"2020-10","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.6",,,,"1"
"2020-11","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.6",,,,"1"
"2020-12","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.6",,,,"1"
"2021-01","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.3",,,,"1"
"2021-02","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.3",,,,"1"
"2021-03","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.3",,,,"1"
"2021-04","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.3",,,,"1"
"2021-05","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078673144","5.9.1.1.2.1","1.3",,,,"1"
"2020-01","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-02","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-03","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-04","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-05","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-06","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-07","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-08","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-09","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-10","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-11","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-12","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2021-01","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2021-02","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2021-03","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2021-04","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2021-05","New Brunswick","2016A000213","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078673145","5.9.1.1.2.2",,"..",,,"1"
"2020-01","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","16.2",,,,"1"
"2020-02","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","16.2",,,,"1"
"2020-03","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","8.7",,,,"1"
"2020-04","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","5.9",,,,"1"
"2020-05","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","9.0",,,,"1"
"2020-06","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","11.6",,,,"1"
"2020-07","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","12.7",,,,"1"
"2020-08","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","14.6",,,,"1"
"2020-09","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","21.7",,,,"1"
"2020-10","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","14.4",,,,"1"
"2020-11","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","14.1",,,,"1"
"2020-12","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","20.7",,,,"1"
"2021-01","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","16.5",,,,"1"
"2021-02","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","20.3",,,,"1"
"2021-03","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","18.6",,,,"1"
"2021-04","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","19.8",,,,"1"
"2021-05","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078674330","6.9.1.1.1.1","22.6",,,,"1"
"2020-01","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","16.2",,,,"1"
"2020-02","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","16.2",,,,"1"
"2020-03","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","8.7",,,,"1"
"2020-04","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","5.9",,,,"1"
"2020-05","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","9.0",,,,"1"
"2020-06","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","11.6",,,,"1"
"2020-07","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","12.7",,,,"1"
"2020-08","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","14.6",,,,"1"
"2020-09","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","21.7",,,,"1"
"2020-10","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","14.4",,,,"1"
"2020-11","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","14.1",,,,"1"
"2020-12","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","20.7",,,,"1"
"2021-01","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","16.5",,,,"1"
"2021-02","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","20.3",,,,"1"
"2021-03","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","18.6",,,,"1"
"2021-04","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","19.8",,,,"1"
"2021-05","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078674331","6.9.1.1.1.2","22.6",,,,"1"
"2020-01","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","2.6",,,,"1"
"2020-02","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","2.6",,,,"1"
"2020-03","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","2.6",,,,"1"
"2020-04","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","2.6",,,,"1"
"2020-05","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","2.6",,,,"1"
"2020-06","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","2.6",,,,"1"
"2020-07","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.7",,,,"1"
"2020-08","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.7",,,,"1"
"2020-09","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.7",,,,"1"
"2020-10","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.7",,,,"1"
"2020-11","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.7",,,,"1"
"2020-12","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.7",,,,"1"
"2021-01","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.3",,,,"1"
"2021-02","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.3",,,,"1"
"2021-03","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.3",,,,"1"
"2021-04","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.3",,,,"1"
"2021-05","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078674332","6.9.1.1.2.1","1.3",,,,"1"
"2020-01","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078674333","6.9.1.1.2.2",,"..",,,"1"
"2020-02","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078674333","6.9.1.1.2.2",,"..",,,"1"
"2020-03","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078674333","6.9.1.1.2.2",,"..",,,"1"
"2020-04","Quebec","2016A000224","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078674333","6.9.1.1.2.2",,"..",,,"1"
