"REF_DATE","GEO","DGUID","Duration of unemployment","Age group","Sex","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-05","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2020-06","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2020-07","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2020-08","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2020-09","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2020-10","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2020-11","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2020-12","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2021-01","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2021-02","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2021-03","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2021-04","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2021-05","Newfoundland and Labrador","2016A000210","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078669581","2.9.1.1.2.2",,"..",,,"1"
"2020-01","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","13.8",,,,"1"
"2020-02","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","15.8",,,,"1"
"2020-03","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","11.4",,,,"1"
"2020-04","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","12.2",,,,"1"
"2020-05","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","12.5",,,,"1"
"2020-06","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","10.6",,,,"1"
"2020-07","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","13.9",,,,"1"
"2020-08","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","16.0",,,,"1"
"2020-09","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","15.5",,,,"1"
"2020-10","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","14.0",,,,"1"
"2020-11","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","14.0",,,,"1"
"2020-12","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","13.8",,,,"1"
"2021-01","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","16.1",,,,"1"
"2021-02","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","18.4",,,,"1"
"2021-03","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","15.1",,,,"1"
"2021-04","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","15.9",,,,"1"
"2021-05","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078670766","3.9.1.1.1.1","14.6",,,,"1"
"2020-01","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","13.0",,,,"1"
"2020-02","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","15.3",,,,"1"
"2020-03","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","13.5",,,,"1"
"2020-04","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","14.8",,,,"1"
"2020-05","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","14.8",,,,"1"
"2020-06","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","12.4",,,,"1"
"2020-07","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","13.4",,,,"1"
"2020-08","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","15.8",,,,"1"
"2020-09","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","14.7",,,,"1"
"2020-10","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","12.5",,,,"1"
"2020-11","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","10.9",,,,"1"
"2020-12","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","11.1",,,,"1"
"2021-01","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","15.4",,,,"1"
"2021-02","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","19.7",,,,"1"
"2021-03","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","17.3",,,,"1"
"2021-04","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","19.4",,,,"1"
"2021-05","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078670767","3.9.1.1.1.2","16.9",,,,"1"
"2020-01","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","2.5",,,,"1"
"2020-02","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","2.5",,,,"1"
"2020-03","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","2.5",,,,"1"
"2020-04","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","2.5",,,,"1"
"2020-05","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","2.5",,,,"1"
"2020-06","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","2.5",,,,"1"
"2020-07","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.9",,,,"1"
"2020-08","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.9",,,,"1"
"2020-09","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.9",,,,"1"
"2020-10","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.9",,,,"1"
"2020-11","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.9",,,,"1"
"2020-12","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.9",,,,"1"
"2021-01","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.4",,,,"1"
"2021-02","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.4",,,,"1"
"2021-03","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.4",,,,"1"
"2021-04","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.4",,,,"1"
"2021-05","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078670768","3.9.1.1.2.1","1.4",,,,"1"
"2020-01","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-02","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-03","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-04","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-05","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-06","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-07","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-08","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-09","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-10","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-11","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-12","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2021-01","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2021-02","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2021-03","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2021-04","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2021-05","Prince Edward Island","2016A000211","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078670769","3.9.1.1.2.2",,"..",,,"1"
"2020-01","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","15.3",,,,"1"
"2020-02","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","15.2",,,,"1"
"2020-03","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","14.5",,,,"1"
"2020-04","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","9.2",,,,"1"
"2020-05","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","13.0",,,,"1"
"2020-06","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","13.2",,,,"1"
"2020-07","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","23.4",,,,"1"
"2020-08","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","19.6",,,,"1"
"2020-09","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","25.0",,,,"1"
"2020-10","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","20.2",,,,"1"
"2020-11","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","28.5",,,,"1"
"2020-12","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","22.8",,,,"1"
"2021-01","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","23.3",,,,"1"
"2021-02","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","19.1",,,,"1"
"2021-03","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","21.6",,,,"1"
"2021-04","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","22.5",,,,"1"
"2021-05","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Seasonally adjusted","Weeks","303","units","0","v1078671954","4.9.1.1.1.1","22.4",,,,"1"
"2020-01","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","13.5",,,,"1"
"2020-02","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","14.6",,,,"1"
"2020-03","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","15.3",,,,"1"
"2020-04","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","9.7",,,,"1"
"2020-05","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","12.3",,,,"1"
"2020-06","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","13.3",,,,"1"
"2020-07","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","21.0",,,,"1"
"2020-08","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","19.0",,,,"1"
"2020-09","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","24.8",,,,"1"
"2020-10","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","21.2",,,,"1"
"2020-11","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","27.1",,,,"1"
"2020-12","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","24.2",,,,"1"
"2021-01","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","20.5",,,,"1"
"2021-02","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","20.6",,,,"1"
"2021-03","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","23.3",,,,"1"
"2021-04","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","24.7",,,,"1"
"2021-05","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Estimate","Unadjusted","Weeks","303","units","0","v1078671955","4.9.1.1.1.2","21.4",,,,"1"
"2020-01","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.9",,,,"1"
"2020-02","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.9",,,,"1"
"2020-03","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.9",,,,"1"
"2020-04","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.9",,,,"1"
"2020-05","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.9",,,,"1"
"2020-06","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.9",,,,"1"
"2020-07","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.5",,,,"1"
"2020-08","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.5",,,,"1"
"2020-09","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.5",,,,"1"
"2020-10","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.5",,,,"1"
"2020-11","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.5",,,,"1"
"2020-12","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","1.5",,,,"1"
"2021-01","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","2.6",,,,"1"
"2021-02","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","2.6",,,,"1"
"2021-03","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","2.6",,,,"1"
"2021-04","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","2.6",,,,"1"
"2021-05","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Seasonally adjusted","Weeks","303","units","0","v1078671956","4.9.1.1.2.1","2.6",,,,"1"
"2020-01","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
"2020-02","Nova Scotia","2016A000212","Average weeks unemployed, no top-code","15 years and over","Both sexes","Standard error of estimate","Unadjusted","Weeks","303","units","0","v1078671957","4.9.1.1.2.2",,"..",,,"1"
