"","ref_date","geo","value"
"609",2016-09-01,"New Brunswick",21.1
"610",2016-10-01,"New Brunswick",20.7
"611",2016-11-01,"New Brunswick",21.8
"612",2016-12-01,"New Brunswick",17.6
"613",2017-01-01,"New Brunswick",13.9
"614",2017-02-01,"New Brunswick",12.2
"615",2017-03-01,"New Brunswick",17.2
"616",2017-04-01,"New Brunswick",20.2
"617",2017-05-01,"New Brunswick",16.9
"618",2017-06-01,"New Brunswick",18.6
"619",2017-07-01,"New Brunswick",17.6
"620",2017-08-01,"New Brunswick",25.6
"621",2017-09-01,"New Brunswick",14.7
"622",2017-10-01,"New Brunswick",21.9
"623",2017-11-01,"New Brunswick",20.7
"624",2017-12-01,"New Brunswick",16.4
"625",2018-01-01,"New Brunswick",16.4
"626",2018-02-01,"New Brunswick",16.8
"627",2018-03-01,"New Brunswick",17.8
"628",2018-04-01,"New Brunswick",14.9
"629",2018-05-01,"New Brunswick",14.5
"630",2018-06-01,"New Brunswick",17.4
"631",2018-07-01,"New Brunswick",18.8
"632",2018-08-01,"New Brunswick",16.7
"633",2018-09-01,"New Brunswick",20.4
"634",2018-10-01,"New Brunswick",21.8
"635",2018-11-01,"New Brunswick",15.1
"636",2018-12-01,"New Brunswick",13.2
"637",2019-01-01,"New Brunswick",12.7
"638",2019-02-01,"New Brunswick",14.1
"639",2019-03-01,"New Brunswick",14.4
"640",2019-04-01,"New Brunswick",14.2
"641",2019-05-01,"New Brunswick",14.3
"642",2019-06-01,"New Brunswick",18.2
"643",2019-07-01,"New Brunswick",12.5
"644",2019-08-01,"New Brunswick",13.5
"645",2019-09-01,"New Brunswick",17.2
"646",2019-10-01,"New Brunswick",14.5
"647",2019-11-01,"New Brunswick",14.8
"648",2019-12-01,"New Brunswick",14.8
"649",2020-01-01,"New Brunswick",14.9
"650",2020-02-01,"New Brunswick",17.4
"651",2020-03-01,"New Brunswick",12.7
"652",2020-04-01,"New Brunswick",10.3
"653",2020-05-01,"New Brunswick",11.2
"654",2020-06-01,"New Brunswick",14
"655",2020-07-01,"New Brunswick",14.1
"656",2020-08-01,"New Brunswick",14
"657",2020-09-01,"New Brunswick",17.4
"658",2020-10-01,"New Brunswick",18.3
"659",2020-11-01,"New Brunswick",15.3
"660",2020-12-01,"New Brunswick",18.1
"661",2010-01-01,"Quebec",17.2
"662",2010-02-01,"Quebec",20.2
"663",2010-03-01,"Quebec",20
"664",2010-04-01,"Quebec",22
"665",2010-05-01,"Quebec",18.9
"666",2010-06-01,"Quebec",20.6
"667",2010-07-01,"Quebec",17.6
"668",2010-08-01,"Quebec",20
"669",2010-09-01,"Quebec",25.5
"670",2010-10-01,"Quebec",17.6
"671",2010-11-01,"Quebec",22
"672",2010-12-01,"Quebec",23.2
"673",2011-01-01,"Quebec",18.7
"674",2011-02-01,"Quebec",20.7
"675",2011-03-01,"Quebec",23.6
"676",2011-04-01,"Quebec",25.2
"677",2011-05-01,"Quebec",22.2
"678",2011-06-01,"Quebec",26.3
"679",2011-07-01,"Quebec",24.9
"680",2011-08-01,"Quebec",24.8
"681",2011-09-01,"Quebec",22.6
"682",2011-10-01,"Quebec",21.1
"683",2011-11-01,"Quebec",24.7
"684",2011-12-01,"Quebec",23.4
"685",2012-01-01,"Quebec",17
"686",2012-02-01,"Quebec",20.5
"687",2012-03-01,"Quebec",21
"688",2012-04-01,"Quebec",23
"689",2012-05-01,"Quebec",22
"690",2012-06-01,"Quebec",22.5
"691",2012-07-01,"Quebec",22.3
"692",2012-08-01,"Quebec",24
"693",2012-09-01,"Quebec",24.3
"694",2012-10-01,"Quebec",21.8
"695",2012-11-01,"Quebec",26.9
"696",2012-12-01,"Quebec",23.1
"697",2013-01-01,"Quebec",20
"698",2013-02-01,"Quebec",23.6
"699",2013-03-01,"Quebec",27.7
"700",2013-04-01,"Quebec",22.9
"701",2013-05-01,"Quebec",25.2
"702",2013-06-01,"Quebec",22.3
"703",2013-07-01,"Quebec",23.9
"704",2013-08-01,"Quebec",25.2
"705",2013-09-01,"Quebec",25.7
"706",2013-10-01,"Quebec",26.6
"707",2013-11-01,"Quebec",28.5
"708",2013-12-01,"Quebec",22.7
"709",2014-01-01,"Quebec",23.3
"710",2014-02-01,"Quebec",20.5
"711",2014-03-01,"Quebec",22.6
"712",2014-04-01,"Quebec",23.8
"713",2014-05-01,"Quebec",22.8
"714",2014-06-01,"Quebec",21.3
"715",2014-07-01,"Quebec",23.4
"716",2014-08-01,"Quebec",26.4
"717",2014-09-01,"Quebec",21.5
"718",2014-10-01,"Quebec",23.5
"719",2014-11-01,"Quebec",26
"720",2014-12-01,"Quebec",22.9
"721",2015-01-01,"Quebec",27.1
"722",2015-02-01,"Quebec",20.9
"723",2015-03-01,"Quebec",25.6
"724",2015-04-01,"Quebec",25.5
"725",2015-05-01,"Quebec",26.9
"726",2015-06-01,"Quebec",27
"727",2015-07-01,"Quebec",26.3
"728",2015-08-01,"Quebec",24.9
"729",2015-09-01,"Quebec",21.6
"730",2015-10-01,"Quebec",19.1
"731",2015-11-01,"Quebec",26
"732",2015-12-01,"Quebec",23.1
"733",2016-01-01,"Quebec",21.2
"734",2016-02-01,"Quebec",21.3
"735",2016-03-01,"Quebec",21.2
"736",2016-04-01,"Quebec",18.8
"737",2016-05-01,"Quebec",19.4
"738",2016-06-01,"Quebec",19.8
"739",2016-07-01,"Quebec",21.4
"740",2016-08-01,"Quebec",19
"741",2016-09-01,"Quebec",29
"742",2016-10-01,"Quebec",20.1
"743",2016-11-01,"Quebec",25
"744",2016-12-01,"Quebec",23.5
"745",2017-01-01,"Quebec",24.8
"746",2017-02-01,"Quebec",19.6
"747",2017-03-01,"Quebec",23.3
"748",2017-04-01,"Quebec",19.3
"749",2017-05-01,"Quebec",21.1
"750",2017-06-01,"Quebec",16.7
"751",2017-07-01,"Quebec",20.8
"752",2017-08-01,"Quebec",17.8
"753",2017-09-01,"Quebec",20.8
"754",2017-10-01,"Quebec",19.5
"755",2017-11-01,"Quebec",18
"756",2017-12-01,"Quebec",18.6
"757",2018-01-01,"Quebec",14.8
"758",2018-02-01,"Quebec",18.7
"759",2018-03-01,"Quebec",18.2
"760",2018-04-01,"Quebec",21.5
"761",2018-05-01,"Quebec",25.2
"762",2018-06-01,"Quebec",22.6
"763",2018-07-01,"Quebec",21.2
"764",2018-08-01,"Quebec",17.8
"765",2018-09-01,"Quebec",16.3
"766",2018-10-01,"Quebec",15.9
"767",2018-11-01,"Quebec",16.7
"768",2018-12-01,"Quebec",14.9
"769",2019-01-01,"Quebec",13.8
"770",2019-02-01,"Quebec",18.5
"771",2019-03-01,"Quebec",18.4
"772",2019-04-01,"Quebec",21.1
"773",2019-05-01,"Quebec",19.3
"774",2019-06-01,"Quebec",17.4
"775",2019-07-01,"Quebec",14.6
"776",2019-08-01,"Quebec",17.8
"777",2019-09-01,"Quebec",21
"778",2019-10-01,"Quebec",17.2
"779",2019-11-01,"Quebec",14.5
"780",2019-12-01,"Quebec",19.3
"781",2020-01-01,"Quebec",16.2
"782",2020-02-01,"Quebec",16.2
"783",2020-03-01,"Quebec",8.7
"784",2020-04-01,"Quebec",5.9
"785",2020-05-01,"Quebec",9
"786",2020-06-01,"Quebec",11.6
"787",2020-07-01,"Quebec",12.7
"788",2020-08-01,"Quebec",14.6
"789",2020-09-01,"Quebec",21.7
"790",2020-10-01,"Quebec",14.4
"791",2020-11-01,"Quebec",14.1
"792",2020-12-01,"Quebec",20.7
"793",2010-01-01,"Ontario",21.4
"794",2010-02-01,"Ontario",21.3
"795",2010-03-01,"Ontario",20.6
"796",2010-04-01,"Ontario",23
"797",2010-05-01,"Ontario",20.5
"798",2010-06-01,"Ontario",22
"799",2010-07-01,"Ontario",20.6
"800",2010-08-01,"Ontario",20.9
"801",2010-09-01,"Ontario",23
"802",2010-10-01,"Ontario",22.7
"803",2010-11-01,"Ontario",23.6
"804",2010-12-01,"Ontario",25.8
"805",2011-01-01,"Ontario",22.5
"806",2011-02-01,"Ontario",24.1
"807",2011-03-01,"Ontario",21.3
"808",2011-04-01,"Ontario",24
"809",2011-05-01,"Ontario",20.1
"810",2011-06-01,"Ontario",24.9
"811",2011-07-01,"Ontario",20.6
"812",2011-08-01,"Ontario",21.4
"813",2011-09-01,"Ontario",22.5
"814",2011-10-01,"Ontario",22.5
"815",2011-11-01,"Ontario",21.3
"816",2011-12-01,"Ontario",25.3
"817",2012-01-01,"Ontario",24.3
"818",2012-02-01,"Ontario",23.1
"819",2012-03-01,"Ontario",21.7
"820",2012-04-01,"Ontario",21.2
"821",2012-05-01,"Ontario",20.5
"822",2012-06-01,"Ontario",19.1
"823",2012-07-01,"Ontario",20.3
"824",2012-08-01,"Ontario",22.4
"825",2012-09-01,"Ontario",23.4
"826",2012-10-01,"Ontario",22.5
"827",2012-11-01,"Ontario",23.1
"828",2012-12-01,"Ontario",26.7
"829",2013-01-01,"Ontario",22.8
"830",2013-02-01,"Ontario",22
"831",2013-03-01,"Ontario",22
"832",2013-04-01,"Ontario",23.1
"833",2013-05-01,"Ontario",22.5
"834",2013-06-01,"Ontario",22.7
"835",2013-07-01,"Ontario",19.9
"836",2013-08-01,"Ontario",20.1
"837",2013-09-01,"Ontario",22.1
"838",2013-10-01,"Ontario",22.6
"839",2013-11-01,"Ontario",21
"840",2013-12-01,"Ontario",21.9
"841",2014-01-01,"Ontario",23
"842",2014-02-01,"Ontario",24.3
"843",2014-03-01,"Ontario",22.1
"844",2014-04-01,"Ontario",22.5
"845",2014-05-01,"Ontario",22
"846",2014-06-01,"Ontario",22.3
"847",2014-07-01,"Ontario",19.9
"848",2014-08-01,"Ontario",21.5
"849",2014-09-01,"Ontario",23
"850",2014-10-01,"Ontario",23.8
"851",2014-11-01,"Ontario",24.5
"852",2014-12-01,"Ontario",21.5
"853",2015-01-01,"Ontario",19.5
"854",2015-02-01,"Ontario",19.3
"855",2015-03-01,"Ontario",19.5
"856",2015-04-01,"Ontario",21.9
"857",2015-05-01,"Ontario",17.1
"858",2015-06-01,"Ontario",20.7
"859",2015-07-01,"Ontario",18.1
"860",2015-08-01,"Ontario",19.8
"861",2015-09-01,"Ontario",20.5
"862",2015-10-01,"Ontario",21.6
"863",2015-11-01,"Ontario",21.9
"864",2015-12-01,"Ontario",21.3
"865",2016-01-01,"Ontario",19.1
"866",2016-02-01,"Ontario",18.7
"867",2016-03-01,"Ontario",20.9
"868",2016-04-01,"Ontario",20.7
"869",2016-05-01,"Ontario",17.7
"870",2016-06-01,"Ontario",22.7
"871",2016-07-01,"Ontario",20.5
"872",2016-08-01,"Ontario",20.6
"873",2016-09-01,"Ontario",19.2
"874",2016-10-01,"Ontario",18.7
"875",2016-11-01,"Ontario",19.5
"876",2016-12-01,"Ontario",21.9
"877",2017-01-01,"Ontario",19.1
"878",2017-02-01,"Ontario",21
"879",2017-03-01,"Ontario",20.6
"880",2017-04-01,"Ontario",20.5
"881",2017-05-01,"Ontario",18.7
"882",2017-06-01,"Ontario",17.6
"883",2017-07-01,"Ontario",16.2
"884",2017-08-01,"Ontario",18.9
"885",2017-09-01,"Ontario",19.4
"886",2017-10-01,"Ontario",20.1
"887",2017-11-01,"Ontario",18.7
"888",2017-12-01,"Ontario",21.7
"889",2018-01-01,"Ontario",18.1
"890",2018-02-01,"Ontario",17.1
"891",2018-03-01,"Ontario",16.4
"892",2018-04-01,"Ontario",19
"893",2018-05-01,"Ontario",14.9
"894",2018-06-01,"Ontario",18.5
"895",2018-07-01,"Ontario",16.5
"896",2018-08-01,"Ontario",16.2
"897",2018-09-01,"Ontario",17.9
"898",2018-10-01,"Ontario",17.7
"899",2018-11-01,"Ontario",16.7
"900",2018-12-01,"Ontario",18.2
"901",2019-01-01,"Ontario",15.2
"902",2019-02-01,"Ontario",17.4
"903",2019-03-01,"Ontario",17
"904",2019-04-01,"Ontario",17.2
"905",2019-05-01,"Ontario",14.3
"906",2019-06-01,"Ontario",14.8
"907",2019-07-01,"Ontario",12.7
"908",2019-08-01,"Ontario",14.6
"909",2019-09-01,"Ontario",15
"910",2019-10-01,"Ontario",18.1
"911",2019-11-01,"Ontario",18.6
"912",2019-12-01,"Ontario",16
"913",2020-01-01,"Ontario",16.9
"914",2020-02-01,"Ontario",16.1
"915",2020-03-01,"Ontario",13.2
"916",2020-04-01,"Ontario",10.8
"917",2020-05-01,"Ontario",11
"918",2020-06-01,"Ontario",13.4
"919",2020-07-01,"Ontario",14.5
"920",2020-08-01,"Ontario",15.1
"921",2020-09-01,"Ontario",17.7
"922",2020-10-01,"Ontario",19.5
"923",2020-11-01,"Ontario",19.4
"924",2020-12-01,"Ontario",21.3
"925",2010-01-01,"Manitoba",12.2
"926",2010-02-01,"Manitoba",14.9
"927",2010-03-01,"Manitoba",14.5
"928",2010-04-01,"Manitoba",17.2
"929",2010-05-01,"Manitoba",14.9
"930",2010-06-01,"Manitoba",13.1
"931",2010-07-01,"Manitoba",11.2
"932",2010-08-01,"Manitoba",15
"933",2010-09-01,"Manitoba",12.4
"934",2010-10-01,"Manitoba",16.4
"935",2010-11-01,"Manitoba",16.9
"936",2010-12-01,"Manitoba",15.7
"937",2011-01-01,"Manitoba",16
"938",2011-02-01,"Manitoba",15.4
"939",2011-03-01,"Manitoba",15.3
"940",2011-04-01,"Manitoba",13.5
"941",2011-05-01,"Manitoba",15
"942",2011-06-01,"Manitoba",18.1
"943",2011-07-01,"Manitoba",15.7
"944",2011-08-01,"Manitoba",15.7
"945",2011-09-01,"Manitoba",15.5
"946",2011-10-01,"Manitoba",15
"947",2011-11-01,"Manitoba",12.9
"948",2011-12-01,"Manitoba",17.8
"949",2012-01-01,"Manitoba",11.8
"950",2012-02-01,"Manitoba",16.1
"951",2012-03-01,"Manitoba",13.8
"952",2012-04-01,"Manitoba",15.2
"953",2012-05-01,"Manitoba",14.4
"954",2012-06-01,"Manitoba",14.5
"955",2012-07-01,"Manitoba",15.7
"956",2012-08-01,"Manitoba",16.5
"957",2012-09-01,"Manitoba",16.1
"958",2012-10-01,"Manitoba",16.2
"959",2012-11-01,"Manitoba",17.7
"960",2012-12-01,"Manitoba",18.6
"961",2013-01-01,"Manitoba",16.5
"962",2013-02-01,"Manitoba",17.7
"963",2013-03-01,"Manitoba",17.6
"964",2013-04-01,"Manitoba",18.8
"965",2013-05-01,"Manitoba",19.7
"966",2013-06-01,"Manitoba",14.7
"967",2013-07-01,"Manitoba",15.6
"968",2013-08-01,"Manitoba",18
"969",2013-09-01,"Manitoba",18.7
"970",2013-10-01,"Manitoba",25.3
"971",2013-11-01,"Manitoba",13.5
"972",2013-12-01,"Manitoba",15.7
"973",2014-01-01,"Manitoba",14.8
"974",2014-02-01,"Manitoba",16.5
"975",2014-03-01,"Manitoba",15.7
"976",2014-04-01,"Manitoba",16.5
"977",2014-05-01,"Manitoba",17.8
"978",2014-06-01,"Manitoba",23.1
"979",2014-07-01,"Manitoba",12.1
"980",2014-08-01,"Manitoba",14.9
"981",2014-09-01,"Manitoba",13.9
"982",2014-10-01,"Manitoba",16.2
"983",2014-11-01,"Manitoba",17.1
"984",2014-12-01,"Manitoba",14.9
"985",2015-01-01,"Manitoba",16.4
"986",2015-02-01,"Manitoba",17.6
"987",2015-03-01,"Manitoba",14.8
"988",2015-04-01,"Manitoba",18.3
"989",2015-05-01,"Manitoba",16.5
"990",2015-06-01,"Manitoba",18.9
"991",2015-07-01,"Manitoba",13.1
"992",2015-08-01,"Manitoba",14.1
"993",2015-09-01,"Manitoba",15
"994",2015-10-01,"Manitoba",18.9
"995",2015-11-01,"Manitoba",16.2
"996",2015-12-01,"Manitoba",19.5
"997",2016-01-01,"Manitoba",16.2
"998",2016-02-01,"Manitoba",17.3
"999",2016-03-01,"Manitoba",19.4
"1000",2016-04-01,"Manitoba",16.1
"1001",2016-05-01,"Manitoba",15.9
"1002",2016-06-01,"Manitoba",19.2
"1003",2016-07-01,"Manitoba",16.4
"1004",2016-08-01,"Manitoba",20.2
"1005",2016-09-01,"Manitoba",19.1
"1006",2016-10-01,"Manitoba",19.8
"1007",2016-11-01,"Manitoba",21.3
"1008",2016-12-01,"Manitoba",18.2
"1009",2017-01-01,"Manitoba",16.4
"1010",2017-02-01,"Manitoba",16.8
"1011",2017-03-01,"Manitoba",16.3
"1012",2017-04-01,"Manitoba",15.4
"1013",2017-05-01,"Manitoba",16.3
"1014",2017-06-01,"Manitoba",17.5
"1015",2017-07-01,"Manitoba",12.6
"1016",2017-08-01,"Manitoba",13.4
"1017",2017-09-01,"Manitoba",15.1
"1018",2017-10-01,"Manitoba",16.4
"1019",2017-11-01,"Manitoba",15
"1020",2017-12-01,"Manitoba",16.8
"1021",2018-01-01,"Manitoba",15
"1022",2018-02-01,"Manitoba",16.5
"1023",2018-03-01,"Manitoba",19
"1024",2018-04-01,"Manitoba",20.3
"1025",2018-05-01,"Manitoba",15.6
"1026",2018-06-01,"Manitoba",16.3
"1027",2018-07-01,"Manitoba",12.6
"1028",2018-08-01,"Manitoba",15
"1029",2018-09-01,"Manitoba",19.3
"1030",2018-10-01,"Manitoba",13.6
"1031",2018-11-01,"Manitoba",20.6
"1032",2018-12-01,"Manitoba",14.6
"1033",2019-01-01,"Manitoba",14.1
"1034",2019-02-01,"Manitoba",18.6
"1035",2019-03-01,"Manitoba",18.1
"1036",2019-04-01,"Manitoba",19.3
"1037",2019-05-01,"Manitoba",15.9
"1038",2019-06-01,"Manitoba",14
"1039",2019-07-01,"Manitoba",18.1
"1040",2019-08-01,"Manitoba",13.9
"1041",2019-09-01,"Manitoba",14.2
"1042",2019-10-01,"Manitoba",20.4
"1043",2019-11-01,"Manitoba",10.7
"1044",2019-12-01,"Manitoba",15.4
"1045",2020-01-01,"Manitoba",17.2
"1046",2020-02-01,"Manitoba",18.1
"1047",2020-03-01,"Manitoba",12.3
"1048",2020-04-01,"Manitoba",9.6
"1049",2020-05-01,"Manitoba",11.4
"1050",2020-06-01,"Manitoba",13.2
"1051",2020-07-01,"Manitoba",14.8
"1052",2020-08-01,"Manitoba",15.2
"1053",2020-09-01,"Manitoba",14.7
"1054",2020-10-01,"Manitoba",17.5
"1055",2020-11-01,"Manitoba",17.3
"1056",2020-12-01,"Manitoba",15.5
"1057",2010-01-01,"Saskatchewan",12.2
"1058",2010-02-01,"Saskatchewan",12.8
"1059",2010-03-01,"Saskatchewan",13.7
"1060",2010-04-01,"Saskatchewan",14.9
"1061",2010-05-01,"Saskatchewan",14
"1062",2010-06-01,"Saskatchewan",16.1
"1063",2010-07-01,"Saskatchewan",13.7
"1064",2010-08-01,"Saskatchewan",15.5
"1065",2010-09-01,"Saskatchewan",17.9
"1066",2010-10-01,"Saskatchewan",15.2
"1067",2010-11-01,"Saskatchewan",14.4
"1068",2010-12-01,"Saskatchewan",15.2
"1069",2011-01-01,"Saskatchewan",15.3
"1070",2011-02-01,"Saskatchewan",20.2
"1071",2011-03-01,"Saskatchewan",17.8
"1072",2011-04-01,"Saskatchewan",15
"1073",2011-05-01,"Saskatchewan",17.4
"1074",2011-06-01,"Saskatchewan",25.4
"1075",2011-07-01,"Saskatchewan",14.4
"1076",2011-08-01,"Saskatchewan",14.1
"1077",2011-09-01,"Saskatchewan",20.3
"1078",2011-10-01,"Saskatchewan",13.6
"1079",2011-11-01,"Saskatchewan",13.6
"1080",2011-12-01,"Saskatchewan",12.7
"1081",2012-01-01,"Saskatchewan",15.2
"1082",2012-02-01,"Saskatchewan",12.6
"1083",2012-03-01,"Saskatchewan",14.9
"1084",2012-04-01,"Saskatchewan",13
"1085",2012-05-01,"Saskatchewan",15.8
"1086",2012-06-01,"Saskatchewan",16.1
"1087",2012-07-01,"Saskatchewan",17
"1088",2012-08-01,"Saskatchewan",19.9
"1089",2012-09-01,"Saskatchewan",13
"1090",2012-10-01,"Saskatchewan",16.5
"1091",2012-11-01,"Saskatchewan",11.3
"1092",2012-12-01,"Saskatchewan",12.8
"1093",2013-01-01,"Saskatchewan",15.7
"1094",2013-02-01,"Saskatchewan",17.3
"1095",2013-03-01,"Saskatchewan",15.4
"1096",2013-04-01,"Saskatchewan",14
"1097",2013-05-01,"Saskatchewan",17.7
"1098",2013-06-01,"Saskatchewan",15.1
"1099",2013-07-01,"Saskatchewan",11.7
"1100",2013-08-01,"Saskatchewan",14.2
"1101",2013-09-01,"Saskatchewan",14.6
"1102",2013-10-01,"Saskatchewan",11.8
"1103",2013-11-01,"Saskatchewan",15.2
"1104",2013-12-01,"Saskatchewan",16.9
"1105",2014-01-01,"Saskatchewan",14.8
"1106",2014-02-01,"Saskatchewan",13.7
"1107",2014-03-01,"Saskatchewan",13.2
"1108",2014-04-01,"Saskatchewan",14.8
"1109",2014-05-01,"Saskatchewan",14
"1110",2014-06-01,"Saskatchewan",14.4
"1111",2014-07-01,"Saskatchewan",14.4
"1112",2014-08-01,"Saskatchewan",11.7
"1113",2014-09-01,"Saskatchewan",14.8
"1114",2014-10-01,"Saskatchewan",13.5
"1115",2014-11-01,"Saskatchewan",11.6
"1116",2014-12-01,"Saskatchewan",11.3
"1117",2015-01-01,"Saskatchewan",13.5
"1118",2015-02-01,"Saskatchewan",13
"1119",2015-03-01,"Saskatchewan",13.3
"1120",2015-04-01,"Saskatchewan",12.6
"1121",2015-05-01,"Saskatchewan",11.2
"1122",2015-06-01,"Saskatchewan",16.5
"1123",2015-07-01,"Saskatchewan",13.4
"1124",2015-08-01,"Saskatchewan",15.1
"1125",2015-09-01,"Saskatchewan",13.3
"1126",2015-10-01,"Saskatchewan",12.7
"1127",2015-11-01,"Saskatchewan",11.3
"1128",2015-12-01,"Saskatchewan",14.6
"1129",2016-01-01,"Saskatchewan",11.4
"1130",2016-02-01,"Saskatchewan",14.2
"1131",2016-03-01,"Saskatchewan",13.7
"1132",2016-04-01,"Saskatchewan",17.5
"1133",2016-05-01,"Saskatchewan",18.6
"1134",2016-06-01,"Saskatchewan",15.4
"1135",2016-07-01,"Saskatchewan",13.6
"1136",2016-08-01,"Saskatchewan",13.9
"1137",2016-09-01,"Saskatchewan",17.1
"1138",2016-10-01,"Saskatchewan",18.1
"1139",2016-11-01,"Saskatchewan",17.9
"1140",2016-12-01,"Saskatchewan",22.8
"1141",2017-01-01,"Saskatchewan",18.5
"1142",2017-02-01,"Saskatchewan",21.2
"1143",2017-03-01,"Saskatchewan",20.5
"1144",2017-04-01,"Saskatchewan",18.6
"1145",2017-05-01,"Saskatchewan",19.8
"1146",2017-06-01,"Saskatchewan",17.7
"1147",2017-07-01,"Saskatchewan",16.5
"1148",2017-08-01,"Saskatchewan",16.6
"1149",2017-09-01,"Saskatchewan",19
"1150",2017-10-01,"Saskatchewan",20.4
"1151",2017-11-01,"Saskatchewan",19.4
"1152",2017-12-01,"Saskatchewan",19.7
"1153",2018-01-01,"Saskatchewan",21.3
"1154",2018-02-01,"Saskatchewan",19.6
"1155",2018-03-01,"Saskatchewan",17.9
"1156",2018-04-01,"Saskatchewan",19.6
"1157",2018-05-01,"Saskatchewan",19.5
"1158",2018-06-01,"Saskatchewan",24.4
"1159",2018-07-01,"Saskatchewan",14.9
"1160",2018-08-01,"Saskatchewan",15
"1161",2018-09-01,"Saskatchewan",24.4
"1162",2018-10-01,"Saskatchewan",23.1
"1163",2018-11-01,"Saskatchewan",26.8
"1164",2018-12-01,"Saskatchewan",24.3
"1165",2019-01-01,"Saskatchewan",22.4
"1166",2019-02-01,"Saskatchewan",16.2
"1167",2019-03-01,"Saskatchewan",24.9
"1168",2019-04-01,"Saskatchewan",17.5
"1169",2019-05-01,"Saskatchewan",18.4
"1170",2019-06-01,"Saskatchewan",21.6
"1171",2019-07-01,"Saskatchewan",15.3
"1172",2019-08-01,"Saskatchewan",18.8
"1173",2019-09-01,"Saskatchewan",22.7
"1174",2019-10-01,"Saskatchewan",23.3
"1175",2019-11-01,"Saskatchewan",15.8
"1176",2019-12-01,"Saskatchewan",15.2
"1177",2020-01-01,"Saskatchewan",16.4
"1178",2020-02-01,"Saskatchewan",18.2
"1179",2020-03-01,"Saskatchewan",19.1
"1180",2020-04-01,"Saskatchewan",12.2
"1181",2020-05-01,"Saskatchewan",12.4
"1182",2020-06-01,"Saskatchewan",13.6
"1183",2020-07-01,"Saskatchewan",15
"1184",2020-08-01,"Saskatchewan",20.7
"1185",2020-09-01,"Saskatchewan",16.5
"1186",2020-10-01,"Saskatchewan",19.2
"1187",2020-11-01,"Saskatchewan",22.2
"1188",2020-12-01,"Saskatchewan",22
"1189",2010-01-01,"Alberta",16.7
"1190",2010-02-01,"Alberta",22.1
"1191",2010-03-01,"Alberta",18.6
"1192",2010-04-01,"Alberta",19.3
"1193",2010-05-01,"Alberta",18.7
"1194",2010-06-01,"Alberta",18
"1195",2010-07-01,"Alberta",15.9
"1196",2010-08-01,"Alberta",17.4
"1197",2010-09-01,"Alberta",16.3
"1198",2010-10-01,"Alberta",18.3
"1199",2010-11-01,"Alberta",15.9
"1200",2010-12-01,"Alberta",16
"1201",2011-01-01,"Alberta",15.8
"1202",2011-02-01,"Alberta",20.9
"1203",2011-03-01,"Alberta",23
"1204",2011-04-01,"Alberta",17.8
"1205",2011-05-01,"Alberta",15.1
"1206",2011-06-01,"Alberta",17.5
"1207",2011-07-01,"Alberta",14.8
"1208",2011-08-01,"Alberta",14.6
"1209",2011-09-01,"Alberta",13.1
"1210",2011-10-01,"Alberta",18.6
"1211",2011-11-01,"Alberta",14.8
"1212",2011-12-01,"Alberta",20.3
"1213",2012-01-01,"Alberta",13.7
"1214",2012-02-01,"Alberta",14.1
"1215",2012-03-01,"Alberta",15.1
"1216",2012-04-01,"Alberta",13.6
"1217",2012-05-01,"Alberta",20.8
"1218",2012-06-01,"Alberta",13.1
"1219",2012-07-01,"Alberta",9.8
"1220",2012-08-01,"Alberta",12.4
"1221",2012-09-01,"Alberta",12.2
"1222",2012-10-01,"Alberta",10.8
"1223",2012-11-01,"Alberta",12.7
"1224",2012-12-01,"Alberta",11.5
"1225",2013-01-01,"Alberta",12
"1226",2013-02-01,"Alberta",16.7
"1227",2013-03-01,"Alberta",14.9
"1228",2013-04-01,"Alberta",13.8
"1229",2013-05-01,"Alberta",12.9
"1230",2013-06-01,"Alberta",13.1
"1231",2013-07-01,"Alberta",12.8
"1232",2013-08-01,"Alberta",15.1
"1233",2013-09-01,"Alberta",14.6
"1234",2013-10-01,"Alberta",14.3
"1235",2013-11-01,"Alberta",16.2
"1236",2013-12-01,"Alberta",14.2
"1237",2014-01-01,"Alberta",13.3
"1238",2014-02-01,"Alberta",16
"1239",2014-03-01,"Alberta",16.8
"1240",2014-04-01,"Alberta",18.1
"1241",2014-05-01,"Alberta",13.7
"1242",2014-06-01,"Alberta",14
"1243",2014-07-01,"Alberta",13.4
"1244",2014-08-01,"Alberta",14
"1245",2014-09-01,"Alberta",15.7
"1246",2014-10-01,"Alberta",13.4
"1247",2014-11-01,"Alberta",13.8
"1248",2014-12-01,"Alberta",12.7
"1249",2015-01-01,"Alberta",13.3
"1250",2015-02-01,"Alberta",13.4
"1251",2015-03-01,"Alberta",13.4
"1252",2015-04-01,"Alberta",14.4
"1253",2015-05-01,"Alberta",14.4
"1254",2015-06-01,"Alberta",15.3
"1255",2015-07-01,"Alberta",15.7
"1256",2015-08-01,"Alberta",15.5
"1257",2015-09-01,"Alberta",15.9
"1258",2015-10-01,"Alberta",14.6
"1259",2015-11-01,"Alberta",15.3
"1260",2015-12-01,"Alberta",13.7
"1261",2016-01-01,"Alberta",16.6
"1262",2016-02-01,"Alberta",16.3
"1263",2016-03-01,"Alberta",18.4
"1264",2016-04-01,"Alberta",20
"1265",2016-05-01,"Alberta",16.3
"1266",2016-06-01,"Alberta",20
"1267",2016-07-01,"Alberta",16.6
"1268",2016-08-01,"Alberta",22.7
"1269",2016-09-01,"Alberta",25.1
